source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AEBP2	SIVA1	AEBP2	SIVA1	0.0470	-0.0367	-0.0365	-0.2148	0.1020
AEBP2	SLC25A22	AEBP2	SLC25A22	0.0439	-0.0070	-0.0070	-0.0096	0.7557
AEBP2	SLC4A1AP	AEBP2	SLC4A1AP	0.0499	-0.0079	-0.0079	-0.0120	0.7263
AEBP2	SLC4A2	AEBP2	SLC4A2	0.0547	-0.0060	-0.0060	-0.0072	0.7898
AEBP2	SMIM20	AEBP2	SMIM20	0.0490	0.0269	0.0266	0.1052	0.2317
AEBP2	SNAPC1	AEBP2	SNAPC1	0.0451	-0.0082	-0.0082	-0.0132	0.7158
AEBP2	STK19	AEBP2	STK19	0.0431	-0.0045	-0.0045	-0.0041	0.8405
AEBP2	STX18	AEBP2	STX18	0.0419	-0.0088	-0.0088	-0.0152	0.6951
AEBP2	TBC1D7	AEBP2	TBC1D7	0.0537	0.1014	0.1000	0.1808	0.0000
AEBP2	TFG	AEBP2	TFG	0.0574	-0.0083	-0.0084	-0.0136	0.7102
AEBP2	TMUB2	AEBP2	TMUB2	0.0478	0.0224	0.0257	0.0564	0.3181
AEBP2	TRAF6	AEBP2	TRAF6	0.0414	-0.0039	-0.0039	-0.0030	0.8617
AEBP2	TRMT1L	AEBP2	TRMT1L	0.0509	-0.0036	-0.0036	-0.0026	0.8736
AEBP2	TSPAN5	AEBP2	TSPAN5	0.0471	-0.0042	-0.0042	-0.0037	0.8508
AEBP2	TSPYL2	AEBP2	TSPYL2	0.0444	0.0725	0.0707	0.1738	0.0012
AEBP2	UBE2E3	AEBP2	UBE2E3	0.0479	-0.0175	-0.0175	-0.0573	0.4370
AEBP2	UQCRC1	AEBP2	UQCRC1	0.0558	0.0040	0.0040	0.0161	0.8571
AEBP2	USP32	AEBP2	USP32	0.0429	-0.0083	-0.0084	-0.0137	0.7102
AEBP2	VKORC1	AEBP2	VKORC1	0.0439	-0.0220	-0.0220	-0.0883	0.3270
AEBP2	WBSCR16	AEBP2	WBSCR16	0.0485	-0.0058	-0.0058	-0.0066	0.7973
AEBP2	XRN1	AEBP2	XRN1	0.0501	-0.0062	-0.0062	-0.0076	0.7824
AEBP2	YIPF1	AEBP2	YIPF1	0.0496	-0.0064	-0.0064	-0.0081	0.7756
AEBP2	ZBTB24	AEBP2	ZBTB24	0.0442	-0.0098	-0.0098	-0.0187	0.6628
AEBP2	ZNF350	AEBP2	ZNF350	0.0413	-0.0072	-0.0072	-0.0099	0.7495
AEBP2	ZNF404	AEBP2	ZNF404	0.0505	-0.0036	-0.0036	-0.0025	0.8737
AEBP2	ZYX	AEBP2	ZYX	0.0442	0.0080	0.0067	0.0311	0.7233
AEBP2	ZZEF1	AEBP2	ZZEF1	0.0593	-0.0055	-0.0056	-0.0062	0.8052
AFF1	AC062029.1	AFF1	AC062029.1	0.0421	-0.0035	-0.0035	-0.0039	0.8763
AFF1	ACP5	AFF1	ACP5	0.0446	-0.0095	-0.0095	-0.0285	0.6738
AFF1	ADAT1	AFF1	ADAT1	0.0435	-0.0039	-0.0039	-0.0048	0.8616
AFF1	AGAP2	AFF1	AGAP2	0.0378	-0.0048	-0.0048	-0.0074	0.8306
AFF1	AHR	AFF1	AHR	0.0451	-0.0012	-0.0012	-0.0005	0.9561
AFF1	AIG1	AFF1	AIG1	0.0488	-0.0074	-0.0074	-0.0175	0.7428
AFF1	AKIRIN1	AFF1	AKIRIN1	0.0415	0.0234	0.0236	0.1039	0.2973
AFF1	ALYREF	AFF1	ALYREF	0.0407	-0.0045	-0.0045	-0.0063	0.8425
AFF1	ARGLU1	AFF1	ARGLU1	0.0449	-0.0162	-0.0162	-0.0794	0.4700
AFF1	ASB7	AFF1	ASB7	0.0371	0.1089	0.1056	0.1617	0.0000
AFF1	ATAD3A	AFF1	ATAD3A	0.0442	-0.0046	-0.0046	-0.0071	0.8364
AFF1	ATXN10	AFF1	ATXN10	0.0435	0.0218	0.0227	0.0953	0.3314
AFF1	BNIP1	AFF1	BNIP1	0.0419	-0.0076	-0.0076	-0.0183	0.7356
AFF1	C12orf29	AFF1	C12orf29	0.0531	-0.0073	-0.0073	-0.0170	0.7464
AFF1	C12orf43	AFF1	C12orf43	0.0408	-0.0072	-0.0072	-0.0163	0.7501
AFF1	C1orf109	AFF1	C1orf109	0.0427	-0.0060	-0.0060	-0.0114	0.7908
AFF1	C20orf24	AFF1	C20orf24	0.0370	-0.0186	-0.0186	-0.1009	0.4071
AFF1	C8orf59	AFF1	C8orf59	0.0458	-0.0094	-0.0094	-0.0279	0.6764
AFF1	CCNG2	AFF1	CCNG2	0.0526	-0.0057	-0.0057	-0.0103	0.8000
AFF1	CDK6	AFF1	CDK6	0.0392	-0.0045	-0.0045	-0.0064	0.8423
AFF1	CDKL3	AFF1	CDKL3	0.0483	-0.0037	-0.0037	-0.0044	0.8686
AFF1	CEP78	AFF1	CEP78	0.0431	-0.0054	-0.0054	-0.0094	0.8098
AFF1	CHD7	AFF1	CHD7	0.0430	-0.0043	-0.0043	-0.0060	0.8486
AFF1	CHMP2A	AFF1	CHMP2A	0.0467	0.0359	0.0370	0.2123	0.1100
AFF1	COMTD1	AFF1	COMTD1	0.0477	-0.0074	-0.0074	-0.0170	0.7428
AFF1	COPS7A	AFF1	COPS7A	0.0422	-0.0081	-0.0081	-0.0206	0.7187
AFF1	CREBL2	AFF1	CREBL2	0.0392	-0.0081	-0.0081	-0.0209	0.7188
AFF1	CSNK2B	AFF1	CSNK2B	0.0537	-0.0029	-0.0017	-0.0206	0.8990
AFF1	CTD-2287O16.5	AFF1	CTD-2287O16.5	0.0371	-0.0041	-0.0041	-0.0055	0.8549
AFF1	CYB5R1	AFF1	CYB5R1	0.0421	0.0333	0.0317	0.1285	0.1381
AFF1	DCAF10	AFF1	DCAF10	0.0476	-0.0065	-0.0065	-0.0134	0.7736
AFF1	DGCR6L	AFF1	DGCR6L	0.0515	-0.0211	-0.0210	-0.1267	0.3482
AFF1	ECE2	AFF1	ECE2	0.0391	-0.0050	-0.0050	-0.0079	0.8253
AFF1	ELMOD2	AFF1	ELMOD2	0.0477	-0.0048	-0.0048	-0.0074	0.8308
AFF1	EZR	AFF1	EZR	0.0529	0.0742	0.0743	0.2861	0.0009
AFF1	FAM110A	AFF1	FAM110A	0.0399	-0.0092	-0.0092	-0.0266	0.6822
AFF1	FAM45A	AFF1	FAM45A	0.0382	-0.0075	-0.0075	-0.0178	0.7393
AFF1	FAM86A	AFF1	FAM86A	0.0383	-0.0067	-0.0067	-0.0144	0.7657
AFF1	FYTTD1	AFF1	FYTTD1	0.0515	-0.0102	-0.0102	-0.0326	0.6498
AFF1	GLTSCR1L	AFF1	GLTSCR1L	0.0503	-0.0048	-0.0048	-0.0073	0.8309
AFF1	GMDS	AFF1	GMDS	0.0440	-0.0089	-0.0089	-0.0253	0.6908
AFF1	GNPNAT1	AFF1	GNPNAT1	0.0438	-0.0041	-0.0041	-0.0054	0.8548
AFF1	GSAP	AFF1	GSAP	0.0397	-0.0025	-0.0025	-0.0019	0.9123
AFF1	HERC6	AFF1	HERC6	0.0415	-0.0033	-0.0033	-0.0036	0.8842
AFF1	HIATL1	AFF1	HIATL1	0.0378	-0.0046	-0.0046	-0.0070	0.8366
AFF1	HIBCH	AFF1	HIBCH	0.0490	-0.0093	-0.0093	-0.0275	0.6792
AFF1	HIPK2	AFF1	HIPK2	0.0433	-0.0046	-0.0046	-0.0071	0.8364
AFF1	HK1	AFF1	HK1	0.0418	-0.0086	-0.0086	-0.0232	0.7029
AFF1	HNRNPH2	AFF1	HNRNPH2	0.0426	-0.0113	-0.0113	-0.0397	0.6156
AFF1	IDUA	AFF1	IDUA	0.0463	-0.0043	-0.0043	-0.0060	0.8485
AFF1	JAZF1	AFF1	JAZF1	0.0476	-0.0017	-0.0017	-0.0010	0.9380
AFF1	KHDRBS1	AFF1	KHDRBS1	0.0425	0.0064	0.0067	0.0385	0.7767
AFF1	LINC00909	AFF1	LINC00909	0.0469	-0.0063	-0.0063	-0.0129	0.7779
AFF1	LPXN	AFF1	LPXN	0.0412	-0.0134	-0.0134	-0.0549	0.5512
AFF1	MCMBP	AFF1	MCMBP	0.0409	-0.0069	-0.0069	-0.0154	0.7577
AFF1	MGAT5	AFF1	MGAT5	0.0484	-0.0030	-0.0030	-0.0029	0.8927
AFF1	MRP63	AFF1	MRP63	0.0459	-0.0010	-0.0007	-0.0069	0.9645
AFF1	MT-ND3	AFF1	MT-ND3	0.0521	-0.0075	-0.0072	-0.0569	0.7397
AFF1	MTX1	AFF1	MTX1	0.0416	0.0411	0.0407	0.1335	0.0674
AFF1	MYCBP2	AFF1	MYCBP2	0.0432	-0.0121	-0.0121	-0.0459	0.5892
AFF1	N4BP2L2	AFF1	N4BP2L2	0.0460	0.0404	0.0413	0.2256	0.0722
AFF1	NAA35	AFF1	NAA35	0.0519	-0.0054	-0.0054	-0.0094	0.8097
AFF1	NCAPD2	AFF1	NCAPD2	0.0608	-0.0062	-0.0062	-0.0124	0.7821
AFF1	NDUFAF2	AFF1	NDUFAF2	0.0416	-0.0139	-0.0139	-0.0591	0.5363
AFF1	NECAB3	AFF1	NECAB3	0.0507	-0.0030	-0.0030	-0.0030	0.8927
AFF1	NIPSNAP3A	AFF1	NIPSNAP3A	0.0510	-0.0070	-0.0071	-0.0158	0.7539
AFF1	NOA1	AFF1	NOA1	0.0441	-0.0099	-0.0099	-0.0307	0.6602
AFF1	PIGV	AFF1	PIGV	0.0424	-0.0037	-0.0037	-0.0045	0.8687
AFF1	PIKFYVE	AFF1	PIKFYVE	0.0543	-0.0021	-0.0021	-0.0015	0.9241
AFF1	POLR2L	AFF1	POLR2L	0.0490	0.0019	0.0038	0.0163	0.9323
AFF1	PPARD	AFF1	PPARD	0.0505	-0.0053	-0.0053	-0.0088	0.8150
AFF1	PPP3CC	AFF1	PPP3CC	0.0399	-0.0110	-0.0110	-0.0376	0.6250
AFF1	PRKRA	AFF1	PRKRA	0.0454	-0.0133	-0.0133	-0.0545	0.5530
AFF1	PTPN12	AFF1	PTPN12	0.0467	-0.0025	-0.0025	-0.0020	0.9123
AFF1	RASAL3	AFF1	RASAL3	0.0367	0.0111	0.0113	0.0600	0.6204
AFF1	RBM45	AFF1	RBM45	0.0467	-0.0053	-0.0053	-0.0088	0.8148
AFF1	ROBO3	AFF1	ROBO3	0.0478	-0.0065	-0.0065	-0.0134	0.7737
AFF1	RP11-446N19.1	AFF1	RP11-446N19.1	0.0417	-0.0046	-0.0046	-0.0069	0.8365
AFF1	RP11-660L16.2	AFF1	RP11-660L16.2	0.0490	-0.0154	-0.0155	-0.0727	0.4917
AFF1	RPL15	AFF1	RPL15	0.0453	0.0259	0.0297	0.0238	0.2480
AFF1	RRP8	AFF1	RRP8	0.0408	-0.0073	-0.0073	-0.0168	0.7465
AFF1	SH3GLB1	AFF1	SH3GLB1	0.0496	-0.0100	-0.0100	-0.0313	0.6575
AFF1	SIK3	AFF1	SIK3	0.0480	-0.0030	-0.0030	-0.0031	0.8928
AFF1	SLC25A6	AFF1	SLC25A6	0.0477	0.0185	-0.0189	0.1475	0.4113
AFF1	SLC5A6	AFF1	SLC5A6	0.0435	-0.0045	-0.0045	-0.0064	0.8425
AFF1	SLU7	AFF1	SLU7	0.0426	-0.0140	-0.0140	-0.0600	0.5345
AFF1	SNHG12	AFF1	SNHG12	0.0478	-0.0121	-0.0121	-0.0454	0.5914
AFF1	SPECC1	AFF1	SPECC1	0.0460	-0.0037	-0.0037	-0.0044	0.8686
AFF1	SPG7	AFF1	SPG7	0.0338	-0.0096	-0.0096	-0.0294	0.6681
AFF1	STAU2	AFF1	STAU2	0.0400	-0.0057	-0.0057	-0.0105	0.8001
AFF1	STK32C	AFF1	STK32C	0.0427	-0.0056	-0.0056	-0.0100	0.8048
AFF1	THUMPD1	AFF1	THUMPD1	0.0438	-0.0099	-0.0099	-0.0311	0.6601
AFF1	TMEM80	AFF1	TMEM80	0.0498	-0.0096	-0.0096	-0.0295	0.6681
AFF1	TRPV2	AFF1	TRPV2	0.0421	-0.0098	-0.0098	-0.0301	0.6628
AFF1	TUBA1B	AFF1	TUBA1B	0.0435	0.0146	0.0154	0.1108	0.5153
AFF1	TXNL1	AFF1	TXNL1	0.0463	-0.0167	-0.0167	-0.0834	0.4566
AFF1	UBE2Q1	AFF1	UBE2Q1	0.0538	-0.0053	-0.0053	-0.0090	0.8147
AFF1	VEGFB	AFF1	VEGFB	0.0417	0.1014	0.1010	0.1581	0.0000
AFF1	ZC3H15	AFF1	ZC3H15	0.0490	-0.0191	-0.0191	-0.1067	0.3946
AFF1	ZFAND2B	AFF1	ZFAND2B	0.0453	-0.0161	-0.0161	-0.0782	0.4745
AFF1	ZNF346	AFF1	ZNF346	0.0498	-0.0033	-0.0033	-0.0034	0.8842
AFF1	ZNF362	AFF1	ZNF362	0.0512	-0.0046	-0.0046	-0.0069	0.8364
AFF1	ZNF599	AFF1	ZNF599	0.0536	-0.0045	-0.0045	-0.0064	0.8423
AFF4	AASDHPPT	AFF4	AASDHPPT	0.0463	0.0186	0.0192	0.0206	0.4064
AFF4	ACADSB	AFF4	ACADSB	0.0484	0.0143	0.0152	0.0109	0.5245
AFF4	AKNA	AFF4	AKNA	0.0498	-0.0370	-0.0371	-0.0617	0.0990
AFF4	APTX	AFF4	APTX	0.0479	0.0069	0.0112	0.0056	0.7593
AFF4	BZRAP1-AS1	AFF4	BZRAP1-AS1	0.0448	-0.0261	-0.0262	-0.0311	0.2445
AFF4	C15orf40	AFF4	C15orf40	0.0451	-0.0113	-0.0086	-0.0185	0.6150
AFF4	C7orf26	AFF4	C7orf26	0.0431	-0.0028	-0.0004	-0.0041	0.8992
AFF4	CASP9	AFF4	CASP9	0.0402	-0.0110	-0.0110	-0.0057	0.6255
AFF4	CCDC12	AFF4	CCDC12	0.0418	0.0046	0.0056	0.0105	0.8365
AFF4	CCNB1IP1	AFF4	CCNB1IP1	0.0508	0.0063	0.0052	0.0088	0.7794
AFF4	CD68	AFF4	CD68	0.0389	-0.0066	-0.0066	-0.0021	0.7689
AFF4	CHMP2B	AFF4	CHMP2B	0.0406	0.0022	0.0029	0.0031	0.9227
AFF4	CLTC	AFF4	CLTC	0.0432	-0.0093	-0.0094	-0.0041	0.6780
AFF4	CORO7	AFF4	CORO7	0.0428	0.0627	0.0679	0.0789	0.0052
AFF4	CTD-3138B18.5	AFF4	CTD-3138B18.5	0.0468	-0.0223	-0.0224	-0.0232	0.3199
AFF4	DCAF15	AFF4	DCAF15	0.0403	-0.0194	-0.0194	-0.0176	0.3883
AFF4	DDX56	AFF4	DDX56	0.0473	-0.0245	-0.0246	-0.0277	0.2746
AFF4	DLEU1	AFF4	DLEU1	0.0455	0.0113	0.0140	0.0086	0.6159
AFF4	DNAJC5	AFF4	DNAJC5	0.0492	-0.0136	-0.0137	-0.0088	0.5435
AFF4	DUS3L	AFF4	DUS3L	0.0473	-0.0216	-0.0216	-0.0217	0.3367
AFF4	EED	AFF4	EED	0.0415	0.0294	0.0352	0.0258	0.1902
AFF4	EIF6	AFF4	EIF6	0.0470	0.0046	0.0055	0.0102	0.8366
AFF4	ENG	AFF4	ENG	0.0415	-0.0087	-0.0088	-0.0036	0.6973
AFF4	FAIM3	AFF4	FAIM3	0.0452	-0.0088	-0.0088	-0.0223	0.6952
AFF4	FBXO21	AFF4	FBXO21	0.0459	-0.0194	-0.0194	-0.0175	0.3885
AFF4	FBXO42	AFF4	FBXO42	0.0526	-0.0132	-0.0133	-0.0083	0.5560
AFF4	FECH	AFF4	FECH	0.0398	-0.0148	-0.0148	-0.0103	0.5099
AFF4	FRYL	AFF4	FRYL	0.0422	-0.0128	-0.0128	-0.0077	0.5684
AFF4	GPATCH11	AFF4	GPATCH11	0.0443	-0.0119	-0.0119	-0.0067	0.5957
AFF4	HCFC1	AFF4	HCFC1	0.0427	-0.0152	-0.0152	-0.0107	0.4992
AFF4	HIAT1	AFF4	HIAT1	0.0500	0.0108	0.0095	0.0094	0.6322
AFF4	HIST2H2BE	AFF4	HIST2H2BE	0.0392	-0.0182	-0.0182	-0.0151	0.4184
AFF4	HNRNPAB	AFF4	HNRNPAB	0.0410	-0.0062	-0.0056	-0.0073	0.7829
AFF4	KIAA0125	AFF4	KIAA0125	0.0525	-0.0074	-0.0074	-0.0024	0.7426
AFF4	KIAA0226	AFF4	KIAA0226	0.0393	0.0130	0.0170	0.0096	0.5628
AFF4	KLHL22	AFF4	KLHL22	0.0420	-0.0176	-0.0176	-0.0145	0.4346
AFF4	LACTB	AFF4	LACTB	0.0576	0.0037	0.0074	0.0033	0.8685
AFF4	LAMP1	AFF4	LAMP1	0.0525	0.0040	0.0032	0.0080	0.8594
AFF4	LBR	AFF4	LBR	0.0439	0.0019	0.0014	0.0028	0.9331
AFF4	LCOR	AFF4	LCOR	0.0473	-0.0132	-0.0133	-0.0083	0.5557
AFF4	LPIN2	AFF4	LPIN2	0.0439	-0.0172	-0.0173	-0.0138	0.4429
AFF4	MANF	AFF4	MANF	0.0398	-0.0128	-0.0129	-0.0228	0.5683
AFF4	MAP4K2	AFF4	MAP4K2	0.0469	0.0194	0.0228	0.0204	0.3871
AFF4	MBOAT7	AFF4	MBOAT7	0.0432	0.0691	0.0677	0.0591	0.0021
AFF4	MED27	AFF4	MED27	0.0498	0.0007	0.0025	0.0007	0.9746
AFF4	MED7	AFF4	MED7	0.0485	0.0079	0.0115	0.0064	0.7239
AFF4	MKRN2	AFF4	MKRN2	0.0434	0.0165	0.0216	0.0174	0.4618
AFF4	MPP6	AFF4	MPP6	0.0466	0.0302	0.0294	0.0174	0.1791
AFF4	MX1	AFF4	MX1	0.0428	0.0211	0.0224	0.0224	0.3476
AFF4	MYPOP	AFF4	MYPOP	0.0488	0.0121	0.0150	0.0092	0.5912
AFF4	NARFL	AFF4	NARFL	0.0421	0.0120	0.0160	0.0091	0.5947
AFF4	NDUFAF1	AFF4	NDUFAF1	0.0483	-0.0224	-0.0224	-0.0231	0.3194
AFF4	NFKBIB	AFF4	NFKBIB	0.0375	-0.0216	-0.0216	-0.0217	0.3368
AFF4	NLRC5	AFF4	NLRC5	0.0412	-0.0248	-0.0248	-0.0285	0.2700
AFF4	NPL	AFF4	NPL	0.0471	-0.0099	-0.0099	-0.0046	0.6591
AFF4	NT5C3A	AFF4	NT5C3A	0.0495	-0.0259	-0.0260	-0.0306	0.2488
AFF4	OSM	AFF4	OSM	0.0403	-0.0081	-0.0081	-0.0031	0.7189
AFF4	PARP12	AFF4	PARP12	0.0432	-0.0155	-0.0156	-0.0115	0.4894
AFF4	PCBD2	AFF4	PCBD2	0.0434	-0.0093	-0.0094	-0.0042	0.6775
AFF4	PDCL3	AFF4	PDCL3	0.0499	-0.0023	0.0020	-0.0039	0.9188
AFF4	PDLIM1	AFF4	PDLIM1	0.0459	-0.0033	-0.0033	-0.0005	0.8833
AFF4	PHACTR2	AFF4	PHACTR2	0.0517	-0.0087	-0.0088	-0.0037	0.6973
AFF4	PIN1	AFF4	PIN1	0.0509	-0.0385	-0.0388	-0.0938	0.0865
AFF4	PITPNA	AFF4	PITPNA	0.0484	-0.0114	-0.0115	-0.0061	0.6105
AFF4	PMPCB	AFF4	PMPCB	0.0473	0.0371	0.0360	0.0827	0.0981
AFF4	POLR2J3	AFF4	POLR2J3	0.0470	-0.0136	-0.0137	-0.0087	0.5436
AFF4	PPME1	AFF4	PPME1	0.0428	-0.0104	-0.0105	-0.0051	0.6422
AFF4	PPP2R5D	AFF4	PPP2R5D	0.0413	-0.0148	-0.0148	-0.0102	0.5097
AFF4	PTCHD3P1	AFF4	PTCHD3P1	0.0428	-0.0081	-0.0081	-0.0031	0.7190
AFF4	PTPRC	AFF4	PTPRC	0.0495	0.0107	0.0106	0.0290	0.6324
AFF4	QRICH1	AFF4	QRICH1	0.0486	-0.0159	-0.0159	-0.0119	0.4796
AFF4	RAB11B	AFF4	RAB11B	0.0438	0.0067	0.0067	0.0155	0.7663
AFF4	RP11-169D4.2	AFF4	RP11-169D4.2	0.0387	-0.0114	-0.0115	-0.0061	0.6106
AFF4	RP11-218M22.1	AFF4	RP11-218M22.1	0.0376	-0.0099	-0.0099	-0.0046	0.6592
AFF4	RPS18	AFF4	RPS18	0.0427	0.0080	0.0073	0.0021	0.7202
AFF4	SEMA4B	AFF4	SEMA4B	0.0544	0.0623	0.0621	0.0215	0.0055
AFF4	SLC8B1	AFF4	SLC8B1	0.0425	0.0159	0.0164	0.0118	0.4795
AFF4	SNAP29	AFF4	SNAP29	0.0578	-0.0213	-0.0214	-0.0211	0.3429
AFF4	SNRNP70	AFF4	SNRNP70	0.0457	0.0306	0.0327	0.0580	0.1725
AFF4	SS18L2	AFF4	SS18L2	0.0407	-0.0150	-0.0143	-0.0276	0.5033
AFF4	SSR2	AFF4	SSR2	0.0473	0.0065	-0.0065	0.0238	0.7707
AFF4	STRIP1	AFF4	STRIP1	0.0444	0.0471	0.0535	0.0324	0.0358
AFF4	TBC1D31	AFF4	TBC1D31	0.0458	-0.0057	-0.0057	-0.0016	0.7992
AFF4	TCEAL8	AFF4	TCEAL8	0.0442	-0.0113	-0.0118	-0.0199	0.6165
AFF4	TFCP2	AFF4	TFCP2	0.0426	0.0612	0.0643	0.0383	0.0064
AFF4	THOC3	AFF4	THOC3	0.0477	-0.0032	-0.0023	-0.0035	0.8883
AFF4	TMEM138	AFF4	TMEM138	0.0439	-0.0065	-0.0068	-0.0079	0.7728
AFF4	TMEM218	AFF4	TMEM218	0.0546	-0.0276	-0.0277	-0.0347	0.2184
AFF4	TRAPPC8	AFF4	TRAPPC8	0.0572	-0.0081	-0.0081	-0.0030	0.7191
AFF4	TTC1	AFF4	TTC1	0.0424	0.0132	0.0143	0.0258	0.5573
AFF4	TXNIP	AFF4	TXNIP	0.0490	0.0387	0.0455	0.1418	0.0846
AFF4	UBE2L3	AFF4	UBE2L3	0.0521	0.0076	0.0086	0.0170	0.7358
AFF4	UHRF2	AFF4	UHRF2	0.0454	-0.0114	-0.0115	-0.0060	0.6105
AFF4	WBP4	AFF4	WBP4	0.0380	0.0226	0.0250	0.0232	0.3135
AFF4	ZNF83	AFF4	ZNF83	0.0454	-0.0106	-0.0085	-0.0133	0.6355
AHR	ACTB	AHR	ACTB	0.0435	0.0030	-0.0030	0.0247	0.8943
AHR	AFF1	AHR	AFF1	0.0451	-0.0012	-0.0012	-0.0032	0.9561
AHR	ALG13	AHR	ALG13	0.0455	-0.0040	-0.0040	-0.0313	0.8588
AHR	ANKRD39	AHR	ANKRD39	0.0546	-0.0040	-0.0040	-0.0318	0.8577
AHR	APBB1	AHR	APBB1	0.0480	-0.0059	-0.0059	-0.0677	0.7915
AHR	BCL7A	AHR	BCL7A	0.0420	-0.0019	-0.0019	-0.0071	0.9329
AHR	BUD13	AHR	BUD13	0.0513	-0.0019	-0.0019	-0.0072	0.9329
AHR	C21orf119	AHR	C21orf119	0.0494	-0.0028	-0.0028	-0.0156	0.9015
AHR	C7orf13	AHR	C7orf13	0.0444	-0.0011	-0.0011	-0.0026	0.9599
AHR	CBX5	AHR	CBX5	0.0444	-0.0033	-0.0033	-0.0219	0.8833
AHR	CCDC69	AHR	CCDC69	0.0475	-0.0052	-0.0052	-0.0517	0.8180
AHR	CD53	AHR	CD53	0.0435	-0.0139	-0.0137	-0.2918	0.5354
AHR	CHPF2	AHR	CHPF2	0.0385	-0.0016	-0.0016	-0.0053	0.9433
AHR	CIAO1	AHR	CIAO1	0.0430	-0.0031	-0.0031	-0.0194	0.8890
AHR	CLUAP1	AHR	CLUAP1	0.0481	-0.0030	-0.0030	-0.0181	0.8936
AHR	CORO1C	AHR	CORO1C	0.0416	-0.0009	-0.0009	-0.0015	0.9690
AHR	CRIP2	AHR	CRIP2	0.0402	-0.0040	-0.0040	-0.0319	0.8577
AHR	DLGAP4	AHR	DLGAP4	0.0465	-0.0026	-0.0026	-0.0141	0.9067
AHR	DNAJC14	AHR	DNAJC14	0.0448	-0.0019	-0.0019	-0.0071	0.9330
AHR	DNLZ	AHR	DNLZ	0.0519	-0.0022	-0.0022	-0.0098	0.9217
AHR	DOCK10	AHR	DOCK10	0.0521	-0.0027	-0.0027	-0.0149	0.9032
AHR	EGLN2	AHR	EGLN2	0.0420	-0.0083	-0.0083	-0.1243	0.7112
AHR	EIF2B3	AHR	EIF2B3	0.0479	-0.0033	-0.0033	-0.0223	0.8819
AHR	EIF4E3	AHR	EIF4E3	0.0426	-0.0018	-0.0018	-0.0062	0.9379
AHR	ERC1	AHR	ERC1	0.0431	-0.0013	-0.0013	-0.0036	0.9526
AHR	ERO1LB	AHR	ERO1LB	0.0412	-0.0026	-0.0026	-0.0133	0.9084
AHR	FADD	AHR	FADD	0.0485	-0.0035	-0.0035	-0.0244	0.8765
AHR	FAM221A	AHR	FAM221A	0.0486	-0.0017	-0.0017	-0.0056	0.9405
AHR	HMGN4	AHR	HMGN4	0.0572	-0.0018	-0.0018	-0.0063	0.9379
AHR	HYI	AHR	HYI	0.0394	-0.0020	-0.0020	-0.0079	0.9306
AHR	IDH3B	AHR	IDH3B	0.0444	-0.0079	-0.0079	-0.1129	0.7265
AHR	INO80C	AHR	INO80C	0.0500	-0.0033	-0.0033	-0.0217	0.8832
AHR	ITK	AHR	ITK	0.0423	-0.0051	-0.0051	-0.0500	0.8209
AHR	KCTD10	AHR	KCTD10	0.0565	-0.0011	-0.0011	-0.0026	0.9599
AHR	KIAA1191	AHR	KIAA1191	0.0445	-0.0033	-0.0033	-0.0211	0.8848
AHR	MMP28	AHR	MMP28	0.0442	-0.0032	-0.0032	-0.0202	0.8875
AHR	MT-ND1	AHR	MT-ND1	0.0547	0.0032	-0.0143	0.0510	0.8878
AHR	MYL5	AHR	MYL5	0.0444	-0.0030	-0.0030	-0.0182	0.8935
AHR	N4BP1	AHR	N4BP1	0.0530	-0.0018	-0.0018	-0.0067	0.9354
AHR	OSTF1	AHR	OSTF1	0.0374	-0.0070	-0.0070	-0.0920	0.7541
AHR	PARP11	AHR	PARP11	0.0412	-0.0016	-0.0016	-0.0052	0.9433
AHR	PCED1A	AHR	PCED1A	0.0469	-0.0027	-0.0027	-0.0150	0.9032
AHR	PHOSPHO2	AHR	PHOSPHO2	0.0416	-0.0015	-0.0015	-0.0045	0.9463
AHR	PLAA	AHR	PLAA	0.0371	-0.0017	-0.0017	-0.0056	0.9406
AHR	POLG2	AHR	POLG2	0.0478	-0.0020	-0.0020	-0.0077	0.9305
AHR	POMC	AHR	POMC	0.0529	-0.0059	-0.0059	-0.0664	0.7932
AHR	POP5	AHR	POP5	0.0485	-0.0078	-0.0078	-0.1100	0.7298
AHR	RASSF2	AHR	RASSF2	0.0452	-0.0019	-0.0019	-0.0072	0.9329
AHR	RBBP5	AHR	RBBP5	0.0561	-0.0016	-0.0016	-0.0051	0.9433
AHR	RBM23	AHR	RBM23	0.0447	-0.0054	-0.0054	-0.0563	0.8098
AHR	RELA	AHR	RELA	0.0386	-0.0047	-0.0047	-0.0424	0.8358
AHR	RFC1	AHR	RFC1	0.0460	-0.0031	-0.0031	-0.0192	0.8905
AHR	RMND5B	AHR	RMND5B	0.0360	-0.0043	-0.0043	-0.0358	0.8486
AHR	RNF115	AHR	RNF115	0.0434	-0.0035	-0.0035	-0.0236	0.8778
AHR	RNF121	AHR	RNF121	0.0453	-0.0015	-0.0015	-0.0046	0.9463
AHR	RNU12	AHR	RNU12	0.0460	-0.0033	-0.0033	-0.0225	0.8819
AHR	RP11-660L16.2	AHR	RP11-660L16.2	0.0394	-0.0063	-0.0063	-0.0755	0.7792
AHR	RPS17	AHR	RPS17	0.0483	-0.0034	-0.0034	-0.0228	0.8804
